Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
HG00421.targets_R1	(0.0, 0.0)	(1.0, 0.0004356975736002126)	(2.0, 0.0005083138358669147)	(3.0, 0.0002904650490668084)	(4.0, 0.0009440114094671273)	(5.0, 0.0015249415076007441)	(6.0, 0.0010166276717338293)	(7.0, 0.0006535463604003189)	(8.0, 0.0015975577698674464)	(9.0, 0.0026141854416012757)	(10.0, 0.0024689529170678717)	(11.0, 0.003485580588801701)	(12.0, 0.004429591998268829)	(13.0, 0.0030498830152014883)	(14.0, 0.005155754620935849)	(15.0, 0.009803195406004784)	(16.0, 0.014668484977873824)	(17.0, 0.023019355138544566)	(18.0, 0.037687840116418396)	(19.0, 0.057584695977494764)	(20.0, 0.08503364311430817)	(21.0, 0.12431904100059399)	(22.0, 0.17718367993075312)	(23.0, 0.24667744291998706)	(24.0, 0.33744777075336463)	(25.0, 0.45399687169142156)	(26.0, 0.5826728884280177)	(27.0, 0.7125833816231477)	(28.0, 0.8679821828738903)	(29.0, 1.013577788718628)	(30.0, 1.1333220051964197)	(31.0, 1.283201970514893)	(32.0, 1.4275630999010966)	(33.0, 1.5460002236580879)	(34.0, 1.6496236299126716)	(35.0, 1.7657370332771285)	(36.0, 1.8692152070071788)	(37.0, 1.963035417855758)	(38.0, 2.065206498865008)	(39.0, 2.132449157723974)	(40.0, 2.1733321133801273)	(41.0, 2.262577499705904)	(42.0, 2.360173756192352)	(43.0, 2.4207357189227814)	(44.0, 2.511941744329759)	(45.0, 2.579547484500059)	(46.0, 2.6536886882743618)	(47.0, 2.749905235777742)	(48.0, 2.8610807333080626)	(49.0, 2.959984082515311)	(50.0, 3.0117594775114696)	(51.0, 3.0121951750850697)	(52.0, 2.969787277921316)	(53.0, 2.955917571828376)	(54.0, 2.9430644934071695)	(55.0, 2.888747529231676)	(56.0, 2.8460491670188555)	(57.0, 2.8148241742441735)	(58.0, 2.7400294241094705)	(59.0, 2.6531803744384947)	(60.0, 2.5640076043749844)	(61.0, 2.4221154279058488)	(62.0, 2.2641024412135047)	(63.0, 2.1161104987139656)	(64.0, 1.9389994350454793)	(65.0, 1.7540458150521892)	(66.0, 1.5789680067271705)	(67.0, 1.409699499383488)	(68.0, 1.2467486068570084)	(69.0, 1.0859035859362633)	(70.0, 0.9066140343997757)	(71.0, 0.7431548280374293)	(72.0, 0.6202154960199027)	(73.0, 0.5115089514066496)	(74.0, 0.4242242041620737)	(75.0, 0.3651871829392449)	(76.0, 0.31609858964695425)	(77.0, 0.27470732015493404)	(78.0, 0.24602389655958673)	(79.0, 0.22532826181357662)	(80.0, 0.20027565133156439)	(81.0, 0.1690506585568825)	(82.0, 0.14356235050127006)	(83.0, 0.11952636769099166)	(84.0, 0.09781410527324773)	(85.0, 0.07581137780643699)	(86.0, 0.058310858600161795)	(87.0, 0.04661964037522275)	(88.0, 0.03376656195401648)	(89.0, 0.02214795999134414)	(90.0, 0.013288775994806486)	(91.0, 0.011182904389072124)	(92.0, 0.008133021373870635)	(93.0, 0.004066510686935317)	(94.0, 0.0030498830152014883)	(95.0, 0.0018154065566675524)	(96.0, 0.0010892439340005316)	(97.0, 0.00036308131133351053)	(98.0, 7.26162622667021e-05)	(99.0, 0.0)	(100.0, 0.0)
HG00421.targets_R2	(0.0, 0.0)	(1.0, 0.0002904650490668084)	(2.0, 0.0005809300981336168)	(3.0, 0.0007987788849337232)	(4.0, 0.0011618601962672336)	(5.0, 0.0010166276717338293)	(6.0, 0.0006535463604003189)	(7.0, 0.0006535463604003189)	(8.0, 0.0010892439340005316)	(9.0, 0.0014523252453340421)	(10.0, 0.0019606390812009567)	(11.0, 0.0027594179661346798)	(12.0, 0.0028320342284013818)	(13.0, 0.003412964326534999)	(14.0, 0.005083138358669147)	(15.0, 0.008786567734270955)	(16.0, 0.015612496387340953)	(17.0, 0.025052610482012225)	(18.0, 0.038994932837219026)	(19.0, 0.05620498699442743)	(20.0, 0.08009573728017243)	(21.0, 0.1206156116249922)	(22.0, 0.1764575173080861)	(23.0, 0.24965470967292183)	(24.0, 0.3454355596027019)	(25.0, 0.45544919693675556)	(26.0, 0.5693841124332112)	(27.0, 0.7097513473947463)	(28.0, 0.8723391586098923)	(29.0, 1.0163372066847627)	(30.0, 1.1489345015837606)	(31.0, 1.2869780161527613)	(32.0, 1.4203014736744264)	(33.0, 1.5359065632030162)	(34.0, 1.649768862437205)	(35.0, 1.753392268691789)	(36.0, 1.86434991743531)	(37.0, 1.982496576143234)	(38.0, 2.0533700481155353)	(39.0, 2.1293992747087724)	(40.0, 2.2166840219533483)	(41.0, 2.2788435424536453)	(42.0, 2.3426006207238097)	(43.0, 2.4081731055506417)	(44.0, 2.484420180930679)	(45.0, 2.5770785315829907)	(46.0, 2.6754735669543726)	(47.0, 2.7624678491498815)	(48.0, 2.859773640587262)	(49.0, 2.9452429812751704)	(50.0, 2.9821320425066555)	(51.0, 2.9869973320785244)	(52.0, 2.9840200653255895)	(53.0, 2.9717479170025167)	(54.0, 2.9384896688843676)	(55.0, 2.908136071256886)	(56.0, 2.867398348125266)	(57.0, 2.8114112099176385)	(58.0, 2.748452910532408)	(59.0, 2.663782348729433)	(60.0, 2.563426674276851)	(61.0, 2.431700774525053)	(62.0, 2.2791340075027122)	(63.0, 2.121919799695302)	(64.0, 1.9464062937966833)	(65.0, 1.7576766281655245)	(66.0, 1.5672041722399648)	(67.0, 1.3897300272601447)	(68.0, 1.225399425750598)	(69.0, 1.067241206533721)	(70.0, 0.9033463025977742)	(71.0, 0.7504890705263663)	(72.0, 0.6212321236916365)	(73.0, 0.5155028458313182)	(74.0, 0.4363511199606129)	(75.0, 0.3689632285771134)	(76.0, 0.3074572544372167)	(77.0, 0.26759092645279725)	(78.0, 0.24704052423132056)	(79.0, 0.2283055285665114)	(80.0, 0.2007113489051646)	(81.0, 0.17202792530981728)	(82.0, 0.14247310656726953)	(83.0, 0.11625863588899006)	(84.0, 0.09200480429191156)	(85.0, 0.07247102974216871)	(86.0, 0.059327486271895616)	(87.0, 0.04393283867135477)	(88.0, 0.03311301559361616)	(89.0, 0.023600285236678183)	(90.0, 0.014741101240140528)	(91.0, 0.009512730356937976)	(92.0, 0.00726162622667021)	(93.0, 0.0055188359322693595)	(94.0, 0.00413912694920202)	(95.0, 0.0025415691793345737)	(96.0, 0.0013070927208006379)	(97.0, 0.0006535463604003189)	(98.0, 7.26162622667021e-05)	(99.0, 7.26162622667021e-05)	(100.0, 0.0)
HG00422.targets_R1	(0.0, 0.0)	(1.0, 0.0005073000476862045)	(2.0, 0.0008696572246049219)	(3.0, 0.0005073000476862045)	(4.0, 0.000579771483069948)	(5.0, 0.0008696572246049219)	(6.0, 0.0007247143538374349)	(7.0, 0.0008696572246049219)	(8.0, 0.0010870715307561524)	(9.0, 0.001159542966139896)	(10.0, 0.001594371578442357)	(11.0, 0.002608971673814766)	(12.0, 0.0026814431091985095)	(13.0, 0.003333686027652201)	(14.0, 0.005145471912245788)	(15.0, 0.007464557844525581)	(16.0, 0.012972386933690086)	(17.0, 0.023698159370484126)	(18.0, 0.0378300892703141)	(19.0, 0.05507829089164506)	(20.0, 0.08095059332364149)	(21.0, 0.12414356881235263)	(22.0, 0.17806231673785777)	(23.0, 0.24560569451550668)	(24.0, 0.3258315734853108)	(25.0, 0.44258305588852154)	(26.0, 0.5804961974237854)	(27.0, 0.7121767955160474)	(28.0, 0.867990381591096)	(29.0, 1.020542753073876)	(30.0, 1.1512812225061493)	(31.0, 1.2816573347615037)	(32.0, 1.4094244753430436)	(33.0, 1.531683786835419)	(34.0, 1.6455364118232798)	(35.0, 1.7694625663294814)	(36.0, 1.8828078912696562)	(37.0, 1.9657876847840423)	(38.0, 2.0515213928430107)	(39.0, 2.126311914159034)	(40.0, 2.1960294349981955)	(41.0, 2.2792266428187333)	(42.0, 2.3443059917933344)	(43.0, 2.405544354692598)	(44.0, 2.5132369076728405)	(45.0, 2.625060332469957)	(46.0, 2.680863337715439)	(47.0, 2.73449219989941)	(48.0, 2.843634181587327)	(49.0, 2.945529019736871)	(50.0, 2.9916933240763153)	(51.0, 3.0037235823500166)	(52.0, 2.9888669380963493)	(53.0, 2.9648064215489467)	(54.0, 2.933498761463169)	(55.0, 2.8916827432467493)	(56.0, 2.8483448248872705)	(57.0, 2.8092102497800493)	(58.0, 2.7514505157792057)	(59.0, 2.642815834138974)	(60.0, 2.5457765821601415)	(61.0, 2.4283003854030936)	(62.0, 2.2785019284648955)	(63.0, 2.1375449866435146)	(64.0, 1.9711505710024395)	(65.0, 1.7764198241263205)	(66.0, 1.5748042908887463)	(67.0, 1.3960897312324347)	(68.0, 1.2385368307081763)	(69.0, 1.0661997573656343)	(70.0, 0.9039362135414326)	(71.0, 0.7643562289923427)	(72.0, 0.6286172305185911)	(73.0, 0.5191128916537547)	(74.0, 0.42910336890714523)	(75.0, 0.36025550529258893)	(76.0, 0.30887325760551476)	(77.0, 0.26966621106290956)	(78.0, 0.24067763690941213)	(79.0, 0.2166171203620093)	(80.0, 0.18632406037160454)	(81.0, 0.16066917224575933)	(82.0, 0.14313108488289342)	(83.0, 0.11892562546472309)	(84.0, 0.0964594804957626)	(85.0, 0.07660230720061688)	(86.0, 0.06145577720541449)	(87.0, 0.049932818979399274)	(88.0, 0.03630818912725549)	(89.0, 0.02297344501664669)	(90.0, 0.014566758512132443)	(91.0, 0.009783643776805372)	(92.0, 0.006884786361455632)	(93.0, 0.005725243395315736)	(94.0, 0.004275814687640866)	(95.0, 0.0022466144968960487)	(96.0, 0.0010870715307561524)	(97.0, 0.000289885741534974)	(98.0, 0.00021741430615123048)	(99.0, 0.000144942870767487)	(100.0, 0.0)
HG00422.targets_R2	(0.0, 0.00014494276572538418)	(1.0, 0.00028988553145076836)	(2.0, 0.0005797710629015367)	(3.0, 0.000724713828626921)	(4.0, 0.0010145993600776894)	(5.0, 0.0013044848915284577)	(6.0, 0.0008696565943523051)	(7.0, 0.0005072996800388447)	(8.0, 0.0007971852114896131)	(9.0, 0.0018842559544299945)	(10.0, 0.002246612868743455)	(11.0, 0.0026089697830569154)	(12.0, 0.00311626946309576)	(13.0, 0.003985926057448065)	(14.0, 0.005580296480427291)	(15.0, 0.007537023817719978)	(16.0, 0.013624619978186113)	(17.0, 0.02319084251606147)	(18.0, 0.03630816281420874)	(19.0, 0.054136122998431)	(20.0, 0.08211007678343014)	(21.0, 0.12080979523210772)	(22.0, 0.1742212044019118)	(23.0, 0.2485043718361712)	(24.0, 0.3422098698776321)	(25.0, 0.44794561747429984)	(26.0, 0.5665812712205268)	(27.0, 0.7045667841910925)	(28.0, 0.8596555435172536)	(29.0, 1.0135847607176116)	(30.0, 1.129973801595095)	(31.0, 1.2639009171253501)	(32.0, 1.4163807066684544)	(33.0, 1.5058103931210163)	(34.0, 1.6137927535864276)	(35.0, 1.7655478293009046)	(36.0, 1.8711386341318474)	(37.0, 1.9551329668697073)	(38.0, 2.059056929894808)	(39.0, 2.149501215707448)	(40.0, 2.2255961677132743)	(41.0, 2.3017635911019636)	(42.0, 2.3679299636556013)	(43.0, 2.4223559721854833)	(44.0, 2.5087418605578122)	(45.0, 2.615419736131695)	(46.0, 2.6838327215540763)	(47.0, 2.766087741103232)	(48.0, 2.856242141384421)	(49.0, 2.928423638715662)	(50.0, 2.999010765623924)	(51.0, 3.0217667798428094)	(52.0, 2.9806755057596632)	(53.0, 2.943352743585377)	(54.0, 2.928496110098525)	(55.0, 2.9076968232169325)	(56.0, 2.8726206739113893)	(57.0, 2.8087733856093573)	(58.0, 2.720575712665461)	(59.0, 2.6381032789677175)	(60.0, 2.5675161520594556)	(61.0, 2.43815473364955)	(62.0, 2.2892985132495807)	(63.0, 2.1441383333756083)	(64.0, 1.9631048189846032)	(65.0, 1.7566338492087936)	(66.0, 1.5571926035706651)	(67.0, 1.3946392918096466)	(68.0, 1.238970761420584)	(69.0, 1.083374702414384)	(70.0, 0.9111826967326276)	(71.0, 0.7548619238978008)	(72.0, 0.6297038456939316)	(73.0, 0.5152715321537408)	(74.0, 0.4257693743183161)	(75.0, 0.36467599856506666)	(76.0, 0.3169173572585525)	(77.0, 0.2677092882947846)	(78.0, 0.23669153642955237)	(79.0, 0.216544491993724)	(80.0, 0.189005366505901)	(81.0, 0.1647274532468991)	(82.0, 0.14298603838809149)	(83.0, 0.1162440981117581)	(84.0, 0.09377796942432358)	(85.0, 0.07797920796025669)	(86.0, 0.05674509278148791)	(87.0, 0.04116374546600911)	(88.0, 0.031235166013820294)	(89.0, 0.021234115178768782)	(90.0, 0.014349333806813034)	(91.0, 0.00971116530360074)	(92.0, 0.007826909349170746)	(93.0, 0.004565697120349602)	(94.0, 0.0028263839316449916)	(95.0, 0.002246612868743455)	(96.0, 0.0015943704229792262)	(97.0, 0.0006522424457642288)	(98.0, 0.00021741414858807628)	(99.0, 0.00021741414858807628)	(100.0, 0.0)
HG00423.targets_R1	(0.0, 0.0)	(1.0, 0.0005075074857354146)	(2.0, 0.0005800085551261881)	(3.0, 0.00014500213878154702)	(4.0, 0.0005800085551261881)	(5.0, 0.0007975117632985086)	(6.0, 0.0005075074857354146)	(7.0, 0.0009425139020800557)	(8.0, 0.0014500213878154702)	(9.0, 0.0017400256653785644)	(10.0, 0.001957528873550885)	(11.0, 0.0026100384980678464)	(12.0, 0.0034800513307571288)	(13.0, 0.004205062024664864)	(14.0, 0.005220076996135693)	(15.0, 0.006742599453341936)	(16.0, 0.012107678588259178)	(17.0, 0.024432860384690676)	(18.0, 0.039223078540408476)	(19.0, 0.059305874761652735)	(20.0, 0.08765379289344517)	(21.0, 0.12448433614395812)	(22.0, 0.177337615729832)	(23.0, 0.2494036787042609)	(24.0, 0.33843499191613075)	(25.0, 0.4558142232597931)	(26.0, 0.576528503795431)	(27.0, 0.7089879575723742)	(28.0, 0.8724053679791778)	(29.0, 1.0184225217321956)	(30.0, 1.1499394616070586)	(31.0, 1.2853714592290237)	(32.0, 1.4233409942796655)	(33.0, 1.5457953004806821)	(34.0, 1.6488193200849715)	(35.0, 1.7656185428735074)	(36.0, 1.89053788543381)	(37.0, 1.9800767061314155)	(38.0, 2.045545171791284)	(39.0, 2.139651559860508)	(40.0, 2.2239703035619773)	(41.0, 2.2958913643976246)	(42.0, 2.369552450898651)	(43.0, 2.409863045479921)	(44.0, 2.4782315539154203)	(45.0, 2.587200661209753)	(46.0, 2.672316916674521)	(47.0, 2.74721052135519)	(48.0, 2.844869461824562)	(49.0, 2.9192555590194953)	(50.0, 2.9852315321650993)	(51.0, 3.0331547390324007)	(52.0, 3.006546846565987)	(53.0, 2.9759513952830807)	(54.0, 2.9439059226123585)	(55.0, 2.8862675724466937)	(56.0, 2.833269290722038)	(57.0, 2.77628345018089)	(58.0, 2.7224151556235454)	(59.0, 2.651146604412415)	(60.0, 2.5331148634442355)	(61.0, 2.4026129385408437)	(62.0, 2.2548557591224467)	(63.0, 2.106591072218315)	(64.0, 1.9548463339834263)	(65.0, 1.7683010824409662)	(66.0, 1.587483415380377)	(67.0, 1.4037657055441568)	(68.0, 1.2307056529083804)	(69.0, 1.0773658911468944)	(70.0, 0.904958348135635)	(71.0, 0.7459635029616687)	(72.0, 0.6236541988994337)	(73.0, 0.5203401750175816)	(74.0, 0.433121388540481)	(75.0, 0.36982795496233567)	(76.0, 0.3166121700295079)	(77.0, 0.2707189931051483)	(78.0, 0.24708364448375614)	(79.0, 0.22743585467885652)	(80.0, 0.2011904675593965)	(81.0, 0.17400256653785645)	(82.0, 0.15036721791646426)	(83.0, 0.12035177518868403)	(84.0, 0.09026383139151302)	(85.0, 0.07322608008468125)	(86.0, 0.05669583626358489)	(87.0, 0.04292063307933792)	(88.0, 0.031900470531940346)	(89.0, 0.02044530156819813)	(90.0, 0.013992706392419287)	(91.0, 0.011310166824960667)	(92.0, 0.008700128326892822)	(93.0, 0.004567567371618731)	(94.0, 0.0031175459838032613)	(95.0, 0.00268253956745862)	(96.0, 0.0011600171102523762)	(97.0, 0.00021750320817232055)	(98.0, 0.00021750320817232055)	(99.0, 7.250106939077351e-05)	(100.0, 0.0)
HG00423.targets_R2	(0.0, 0.0)	(1.0, 0.00021750320817232055)	(2.0, 0.00036250534695386755)	(3.0, 0.00021750320817232055)	(4.0, 0.0006525096245169616)	(5.0, 0.0012325181796431497)	(6.0, 0.0008700128326892822)	(7.0, 0.0005075074857354146)	(8.0, 0.0009425139020800557)	(9.0, 0.0017400256653785644)	(10.0, 0.0017400256653785644)	(11.0, 0.002247533151113979)	(12.0, 0.0036250534695386758)	(13.0, 0.004422565232837184)	(14.0, 0.004640068441009505)	(15.0, 0.0072501069390773516)	(16.0, 0.013267695698511554)	(17.0, 0.02225782830296747)	(18.0, 0.0353080207933067)	(19.0, 0.05437580204308014)	(20.0, 0.0856962640198943)	(21.0, 0.12513684576847509)	(22.0, 0.17878763711764747)	(23.0, 0.2499111861899963)	(24.0, 0.34162503896932483)	(25.0, 0.45146415909634663)	(26.0, 0.5779785251832464)	(27.0, 0.7163105655808424)	(28.0, 0.856310130574426)	(29.0, 0.9982672244415606)	(30.0, 1.1317416931899744)	(31.0, 1.272756273155029)	(32.0, 1.4163808916181515)	(33.0, 1.5485503411175316)	(34.0, 1.662304518991655)	(35.0, 1.7657635450122888)	(36.0, 1.8698750806574398)	(37.0, 1.960718920604079)	(38.0, 2.067875501163642)	(39.0, 2.153281760905973)	(40.0, 2.204250012687687)	(41.0, 2.2784911077438394)	(42.0, 2.3517896888979113)	(43.0, 2.4272633021337064)	(44.0, 2.518904653843644)	(45.0, 2.608588476680031)	(46.0, 2.68065453965446)	(47.0, 2.747645527771535)	(48.0, 2.8511045537921684)	(49.0, 2.9683387829970496)	(50.0, 3.0179295144603384)	(51.0, 2.9987892321411738)	(52.0, 2.959783656808938)	(53.0, 2.959421151461984)	(54.0, 2.9355682996324193)	(55.0, 2.87278237354001)	(56.0, 2.838561868787565)	(57.0, 2.81093896134968)	(58.0, 2.7435129668162603)	(59.0, 2.651146604412415)	(60.0, 2.5526901521797445)	(61.0, 2.4334258930319224)	(62.0, 2.2894387692218463)	(63.0, 2.11550870375338)	(64.0, 1.9360685570112157)	(65.0, 1.751988341828042)	(66.0, 1.577188263526887)	(67.0, 1.4054332301401447)	(68.0, 1.2274431047857957)	(69.0, 1.0593131248685919)	(70.0, 0.891835654575905)	(71.0, 0.7483560382515642)	(72.0, 0.6287292737567879)	(73.0, 0.5122200552458149)	(74.0, 0.4302938468342408)	(75.0, 0.37135047741954197)	(76.0, 0.31429213580900317)	(77.0, 0.2718065091460099)	(78.0, 0.24425610277751594)	(79.0, 0.21888072849074522)	(80.0, 0.19017030501199894)	(81.0, 0.1661724510436529)	(82.0, 0.1502947168470735)	(83.0, 0.12281681154797032)	(84.0, 0.09374388272227016)	(85.0, 0.07482110361127826)	(86.0, 0.05908837155348041)	(87.0, 0.045820675854968865)	(88.0, 0.03472801223818051)	(89.0, 0.023997853968346035)	(90.0, 0.01486271922510857)	(91.0, 0.010512655061662159)	(92.0, 0.008990132604455916)	(93.0, 0.005800085551261881)	(94.0, 0.002827541706240167)	(95.0, 0.0013775203184246967)	(96.0, 0.0007250106939077351)	(97.0, 0.00021750320817232055)	(98.0, 0.00029000427756309405)	(99.0, 0.00014500213878154702)	(100.0, 0.0)
HG00427.targets_R1	(0.0, 0.00014502432420477725)	(1.0, 0.00036256081051194315)	(2.0, 0.00043507297261433174)	(3.0, 0.00036256081051194315)	(4.0, 0.0008701459452286635)	(5.0, 0.0007976337831262748)	(6.0, 0.00043507297261433174)	(7.0, 0.000580097296819109)	(8.0, 0.0012327067557406067)	(9.0, 0.0016677797283549385)	(10.0, 0.0016677797283549385)	(11.0, 0.0027554621598907675)	(12.0, 0.003915656753528986)	(13.0, 0.004350729726143318)	(14.0, 0.004640778374552872)	(15.0, 0.006091021616600645)	(16.0, 0.012979677016327563)	(17.0, 0.025016695925324076)	(18.0, 0.0369812026722182)	(19.0, 0.056631998601965515)	(20.0, 0.08614444857763769)	(21.0, 0.12124033503519377)	(22.0, 0.17497184715306374)	(23.0, 0.2503844957395479)	(24.0, 0.3395744551254859)	(25.0, 0.4418891158519562)	(26.0, 0.5690029360174436)	(27.0, 0.7148974061674495)	(28.0, 0.8664478249614418)	(29.0, 1.009224272141045)	(30.0, 1.1485926477018358)	(31.0, 1.2849880246164287)	(32.0, 1.4282720569307488)	(33.0, 1.5437114189977514)	(34.0, 1.6310160621690273)	(35.0, 1.7523289093663235)	(36.0, 1.8710313187279337)	(37.0, 1.9776967091805473)	(38.0, 2.051151529390267)	(39.0, 2.112424306366785)	(40.0, 2.2061100198030714)	(41.0, 2.297040271079467)	(42.0, 2.35178695346677)	(43.0, 2.3995724682922446)	(44.0, 2.492823108755916)	(45.0, 2.5815054830071373)	(46.0, 2.6750461721192185)	(47.0, 2.7714873477153956)	(48.0, 2.837835976039081)	(49.0, 2.943776244870671)	(50.0, 3.016578455621469)	(51.0, 3.0146931394068073)	(52.0, 2.986485908348978)	(53.0, 2.9514625340535243)	(54.0, 2.9109282354382886)	(55.0, 2.863577793585429)	(56.0, 2.868798669256801)	(57.0, 2.8341378557718593)	(58.0, 2.7213089315405425)	(59.0, 2.6432858451183727)	(60.0, 2.5531532276251037)	(61.0, 2.4130597304432886)	(62.0, 2.2846406913599586)	(63.0, 2.1277968847324917)	(64.0, 1.9381050686726429)	(65.0, 1.7636408066542961)	(66.0, 1.5927296405789664)	(67.0, 1.41282696640294)	(68.0, 1.2373475341151594)	(69.0, 1.076443046409959)	(70.0, 0.9085773911429295)	(71.0, 0.7574620453215515)	(72.0, 0.6357866373137434)	(73.0, 0.5291212468611298)	(74.0, 0.4391336536920655)	(75.0, 0.36357598078137654)	(76.0, 0.3155004173074929)	(77.0, 0.276706410582715)	(78.0, 0.2466138633102237)	(79.0, 0.22290238630274262)	(80.0, 0.19672549578378032)	(81.0, 0.16996850796799895)	(82.0, 0.1421238377206817)	(83.0, 0.11652704449853853)	(84.0, 0.09143783641111206)	(85.0, 0.07570269723489371)	(86.0, 0.059895045896573004)	(87.0, 0.044377443206661836)	(88.0, 0.03350061889130354)	(89.0, 0.02450911079060735)	(90.0, 0.014647456744682503)	(91.0, 0.008701459452286635)	(92.0, 0.0068161432376245305)	(93.0, 0.004930827022962427)	(94.0, 0.00369812026722182)	(95.0, 0.002827974321993156)	(96.0, 0.0022478770251740474)	(97.0, 0.0008701459452286635)	(98.0, 0.00014502432420477725)	(99.0, 7.251216210238863e-05)	(100.0, 0.0)
HG00427.targets_R2	(0.0, 0.0002900484380891609)	(1.0, 0.00036256054761145114)	(2.0, 0.00036256054761145114)	(3.0, 0.00036256054761145114)	(4.0, 0.0009426574237897729)	(5.0, 0.0011601937523566437)	(6.0, 0.0007976332047451925)	(7.0, 0.0007976332047451925)	(8.0, 0.0012327058618789338)	(9.0, 0.0019578269571018363)	(10.0, 0.0026829480523247384)	(11.0, 0.0032630449285030597)	(12.0, 0.003553093366592221)	(13.0, 0.004278214461815123)	(14.0, 0.004640775009426575)	(15.0, 0.007106186733184442)	(16.0, 0.013052179714012239)	(17.0, 0.023131362937610582)	(18.0, 0.03727122429445717)	(19.0, 0.05699451808452011)	(20.0, 0.08563680134582476)	(21.0, 0.12319807407837108)	(22.0, 0.17903239841053456)	(23.0, 0.2521246048090031)	(24.0, 0.3295675377788091)	(25.0, 0.436232850886098)	(26.0, 0.5779940250021753)	(27.0, 0.7309220639846854)	(28.0, 0.8657945876961454)	(29.0, 1.0056704469646431)	(30.0, 1.1443861124807841)	(31.0, 1.2825941932302694)	(32.0, 1.412390869275169)	(33.0, 1.5209414972300375)	(34.0, 1.6336978275371987)	(35.0, 1.7583461438060155)	(36.0, 1.8855323839081128)	(37.0, 1.981828465353714)	(38.0, 2.0566609623807177)	(39.0, 2.140484960988485)	(40.0, 2.2155349943440554)	(41.0, 2.264045595614468)	(42.0, 2.3419236012414073)	(43.0, 2.43444905299185)	(44.0, 2.5122545465092667)	(45.0, 2.61239376975955)	(46.0, 2.7047016851814254)	(47.0, 2.776561185718015)	(48.0, 2.859007454244859)	(49.0, 2.928329030948168)	(50.0, 2.994025002175363)	(51.0, 3.023174870203324)	(52.0, 2.9904719088087712)	(53.0, 2.948269861066798)	(54.0, 2.9086782492676275)	(55.0, 2.8930881457203355)	(56.0, 2.857267163616324)	(57.0, 2.783812396670244)	(58.0, 2.724860051628622)	(59.0, 2.6540157206253445)	(60.0, 2.550540940337036)	(61.0, 2.4304608869681235)	(62.0, 2.277025263218958)	(63.0, 2.0901615569800156)	(64.0, 1.9161324941265192)	(65.0, 1.7566058531774806)	(66.0, 1.5908431708095254)	(67.0, 1.4157264263131943)	(68.0, 1.239522000174029)	(69.0, 1.0661455463062333)	(70.0, 0.9092293412999971)	(71.0, 0.7656553644458625)	(72.0, 0.6237491661107405)	(73.0, 0.5103402268178786)	(74.0, 0.42941671259100267)	(75.0, 0.37017431911129156)	(76.0, 0.3157902369695739)	(77.0, 0.26822229312295154)	(78.0, 0.24371320010441747)	(79.0, 0.22145198248107434)	(80.0, 0.1935348203149926)	(81.0, 0.16938828784406995)	(82.0, 0.15060765147779678)	(83.0, 0.12196536821649216)	(84.0, 0.09375815761232126)	(85.0, 0.07700786031267222)	(86.0, 0.06337558372248166)	(87.0, 0.045972677437132)	(88.0, 0.03270296139455289)	(89.0, 0.02291382660904371)	(90.0, 0.013414740261623691)	(91.0, 0.0096441105664646)	(92.0, 0.006743626185572991)	(93.0, 0.005003335557038025)	(94.0, 0.004060678133248253)	(95.0, 0.0023203875047132874)	(96.0, 0.0014502421904458045)	(97.0, 0.0007976332047451925)	(98.0, 0.00021753632856687068)	(99.0, 7.251210952229023e-05)	(100.0, 0.0)
